dataset,pool_name,model,test_mae,test_rmse,test_direction_acc,train_mae,train_rmse,train_direction_acc
frax_self_built_historical,frax,Random Forest,1.7783792415641053,2.2098995580650596,67.3202614379085,0.7601352174908246,0.9725375989483723,90.52287581699346
frax_self_built_historical,frax,XGBoost,1.8155125348765209,2.2677505122291035,69.28104575163398,0.007878888554873677,0.011862320201931693,100.0
frax_self_built_historical,frax,LSTM (PyTorch),2.2772028477236157,2.9572450907088186,49.6124031007752,2.0863003548001404,2.615768290390213,61.904761904761905
frax_self_built_historical,frax,Transformer (PyTorch),2.236233459993485,2.8756908778415964,49.6124031007752,2.1844923523326365,2.733314645380945,54.761904761904766
frax_self_built_historical,frax,QNN (PyTorch+PennyLane),2.1897413448877727,2.7981391750358515,49.6124031007752,2.1246899088589877,2.6844880268926667,62.074829931972786
frax_self_built_historical,frax,QSVM-QNN (PyTorch+PennyLane),2.0990506785007814,2.7286995014833586,46.51162790697674,2.224747797615346,2.795215714023765,52.721088435374156
3pool_batch_historical,3pool,Random Forest,1.7912309054566684,2.2702763684102267,69.28104575163398,0.8631829079744303,1.1194476870912227,87.09150326797386
3pool_batch_historical,3pool,XGBoost,1.8256804347029865,2.3004393030213106,71.24183006535948,0.007634763526648245,0.01140706434548741,99.83660130718954
3pool_batch_historical,3pool,LSTM (PyTorch),2.6113841921074203,3.2890538467587094,53.48837209302325,1.5879537434393283,2.0358321272964184,76.19047619047619
3pool_batch_historical,3pool,Transformer (PyTorch),2.23522553596823,2.8753229460942658,49.6124031007752,2.324485531064802,2.9429469762545573,49.48979591836735
3pool_batch_historical,3pool,QNN (PyTorch+PennyLane),2.269993570893546,2.8990991754196243,52.71317829457365,2.2220531033678492,2.7909116835968972,57.31292517006803
3pool_batch_historical,3pool,QSVM-QNN (PyTorch+PennyLane),2.234270936543377,2.871544471923664,50.3875968992248,2.3241670561054244,2.947867274414446,50.68027210884354
3pool_comprehensive_free_historical,3pool,Random Forest,1.7912309054566684,2.2702763684102267,69.28104575163398,0.8631829079744303,1.1194476870912227,87.09150326797386
3pool_comprehensive_free_historical,3pool,XGBoost,1.8256804347029865,2.3004393030213106,71.24183006535948,0.007634763526648245,0.01140706434548741,99.83660130718954
3pool_comprehensive_free_historical,3pool,LSTM (PyTorch),2.694198966120289,3.343709234633198,50.3875968992248,1.44658439418921,1.8770828256946324,79.25170068027211
3pool_comprehensive_free_historical,3pool,Transformer (PyTorch),2.234780616664131,2.8734137082650655,49.6124031007752,2.3231417862467243,2.942094832687842,49.48979591836735
3pool_comprehensive_free_historical,3pool,QNN (PyTorch+PennyLane),2.3887422300307786,3.0698028150177485,51.162790697674424,2.2170755520589234,2.8305713778147004,60.37414965986394
3pool_comprehensive_free_historical,3pool,QSVM-QNN (PyTorch+PennyLane),2.235854395921894,2.8781132601380515,48.837209302325576,2.31213112548772,2.927336892492121,52.04081632653062
3pool_self_built_historical,3pool,Random Forest,1.7912309054566684,2.2702763684102267,69.28104575163398,0.8631829079744303,1.1194476870912227,87.09150326797386
3pool_self_built_historical,3pool,XGBoost,1.8256804347029865,2.3004393030213106,71.24183006535948,0.007634763526648245,0.01140706434548741,99.83660130718954
3pool_self_built_historical,3pool,LSTM (PyTorch),3.034156614266334,3.7989612051221324,50.3875968992248,1.4269105992187892,1.8533804700027852,76.0204081632653
3pool_self_built_historical,3pool,Transformer (PyTorch),2.2429626339332964,2.885734937461177,50.3875968992248,2.2990526771208835,2.9134725629851936,55.27210884353742
3pool_self_built_historical,3pool,QNN (PyTorch+PennyLane),2.213596738937516,2.84867646761807,59.68992248062015,2.2608614258678004,2.8471004005710463,59.353741496598644
3pool_self_built_historical,3pool,QSVM-QNN (PyTorch+PennyLane),2.2332586558307996,2.8735384817576866,53.48837209302325,2.3134387648713575,2.9376326633598318,54.421768707483
aave_batch_historical,aave,Random Forest,1.5913207899747368,2.074137637117725,71.24183006535948,0.7693723386471455,1.0085419586866329,90.84967320261438
aave_batch_historical,aave,XGBoost,1.6665287521336105,2.163110113861919,71.89542483660131,0.006326537925865811,0.009753163253995879,100.0
aave_batch_historical,aave,LSTM (PyTorch),2.519826906249669,3.114782837094845,60.46511627906976,0.975875109658923,1.285146709516964,82.82312925170068
aave_batch_historical,aave,Transformer (PyTorch),2.359519413327778,2.9499879308330677,51.93798449612403,2.087441972577966,2.650743138889382,63.60544217687075
aave_batch_historical,aave,QNN (PyTorch+PennyLane),2.136066656978455,2.6737582917675224,48.06201550387597,2.1158323666445593,2.6693784162385956,59.863945578231295
aave_batch_historical,aave,QSVM-QNN (PyTorch+PennyLane),2.121881709109555,2.669666286140427,44.96124031007752,2.2326872440179932,2.8615877526866504,53.57142857142857
aave_comprehensive_free_historical,aave,Random Forest,1.5913207899747368,2.074137637117725,71.24183006535948,0.7693723386471456,1.0085419586866329,90.84967320261438
aave_comprehensive_free_historical,aave,XGBoost,1.6665287521336105,2.163110113861919,71.89542483660131,0.006326537925865811,0.009753163253995879,100.0
aave_comprehensive_free_historical,aave,LSTM (PyTorch),2.4703382612186795,3.0401839635038277,53.48837209302325,1.0821468215389305,1.4379389086627217,81.97278911564626
aave_comprehensive_free_historical,aave,Transformer (PyTorch),2.061086256976835,2.587139023835043,51.162790697674424,2.211810397378539,2.8190843335289952,59.523809523809526
aave_comprehensive_free_historical,aave,QNN (PyTorch+PennyLane),2.0888931254326715,2.67780389446264,52.71317829457365,2.1498582290333648,2.726730955530373,58.333333333333336
aave_comprehensive_free_historical,aave,QSVM-QNN (PyTorch+PennyLane),2.204857689589361,2.7945068351278857,44.96124031007752,2.2038977479126656,2.8433963544463983,55.10204081632652
aave_self_built_historical,aave,Random Forest,1.5913207899747368,2.0741376371177247,71.24183006535948,0.7693723386471455,1.0085419586866329,90.84967320261438
aave_self_built_historical,aave,XGBoost,1.6665287521336105,2.163110113861919,71.89542483660131,0.006326537925865811,0.009753163253995879,100.0
aave_self_built_historical,aave,LSTM (PyTorch),2.467177694429289,3.0225021434801675,58.139534883720934,0.9817394958524932,1.289600583466101,84.8639455782313
aave_self_built_historical,aave,Transformer (PyTorch),2.3660001793679126,2.9683804008330403,52.71317829457365,2.0665665726101174,2.59541585954791,64.62585034013605
aave_self_built_historical,aave,QNN (PyTorch+PennyLane),2.1730559829056215,2.7244905745258308,47.286821705426355,2.1197584467857733,2.6718074540708,60.8843537414966
aave_self_built_historical,aave,QSVM-QNN (PyTorch+PennyLane),2.0989890742817794,2.6442270862682644,53.48837209302325,2.229726772360463,2.8495467960225405,57.48299319727891
ankrETH_batch_historical,ankrETH,Random Forest,1.9608467114765449,2.4222554936460736,71.89542483660131,0.7916747381165573,1.01244855345161,90.52287581699346
ankrETH_batch_historical,ankrETH,XGBoost,2.0318662994133443,2.507313184668156,71.89542483660131,0.006386423626919931,0.009810744885944307,99.83660130718954
ankrETH_batch_historical,ankrETH,LSTM (PyTorch),3.0792444916030384,3.874995112284453,55.81395348837209,1.3585363803265011,1.7374392984899292,81.80272108843538
ankrETH_batch_historical,ankrETH,Transformer (PyTorch),2.7946816652967708,3.499968650450627,46.51162790697674,2.1659798390974987,2.67934526994092,63.60544217687075
ankrETH_batch_historical,ankrETH,QNN (PyTorch+PennyLane),2.692796233687187,3.4373761836278907,44.18604651162791,2.225523187630429,2.7327100934263364,61.224489795918366
ankrETH_batch_historical,ankrETH,QSVM-QNN (PyTorch+PennyLane),2.5651591041720896,3.2572025468324552,44.18604651162791,2.3002387699888542,2.8406832068545387,52.21088435374149
ankrETH_comprehensive_free_historical,ankrETH,Random Forest,1.9608467114765449,2.4222554936460736,71.89542483660131,0.7916747381165573,1.0124485534516097,90.52287581699346
ankrETH_comprehensive_free_historical,ankrETH,XGBoost,2.0318662994133443,2.507313184668156,71.89542483660131,0.006386423626919931,0.009810744885944307,99.83660130718954
ankrETH_comprehensive_free_historical,ankrETH,LSTM (PyTorch),3.1761053125336725,3.9217408156534446,52.71317829457365,1.2834079781918286,1.6548227459822697,81.4625850340136
ankrETH_comprehensive_free_historical,ankrETH,Transformer (PyTorch),2.5040484828118044,3.1743775057623074,53.48837209302325,2.355368415077473,2.8853918853156153,51.02040816326531
ankrETH_comprehensive_free_historical,ankrETH,QNN (PyTorch+PennyLane),2.569002324274246,3.296783360810157,55.81395348837209,2.20070279676558,2.7069969454656344,59.693877551020414
ankrETH_comprehensive_free_historical,ankrETH,QSVM-QNN (PyTorch+PennyLane),2.549438150442047,3.2352957089413454,44.18604651162791,2.3104003447972006,2.8468969569477722,53.57142857142857
ankrETH_self_built_historical,ankrETH,Random Forest,1.9608467114765449,2.4222554936460736,71.89542483660131,0.7916747381165571,1.0124485534516097,90.52287581699346
ankrETH_self_built_historical,ankrETH,XGBoost,2.0318662994133443,2.507313184668156,71.89542483660131,0.006386423626919931,0.009810744885944307,99.83660130718954
ankrETH_self_built_historical,ankrETH,LSTM (PyTorch),2.918344845328907,3.6199853728875353,48.837209302325576,1.6571013493227333,2.1250509238361595,73.46938775510205
ankrETH_self_built_historical,ankrETH,Transformer (PyTorch),2.503093699860557,3.1716414708211116,55.03875968992248,2.3506281319615363,2.880460407991613,55.10204081632652
ankrETH_self_built_historical,ankrETH,QNN (PyTorch+PennyLane),2.500393359521558,3.211791710217356,55.03875968992248,2.2621741515148206,2.7892120816412356,61.224489795918366
ankrETH_self_built_historical,ankrETH,QSVM-QNN (PyTorch+PennyLane),2.544686540627236,3.2218469671017873,43.41085271317829,2.3137255689242617,2.8484217116447046,52.38095238095239
gusd_batch_historical,gusd,Random Forest,1.7181814680599934,2.184076251224722,69.93464052287581,0.7494251070758124,0.9595832600578809,92.15686274509804
gusd_batch_historical,gusd,XGBoost,1.791526336667618,2.2095539609001604,69.93464052287581,0.00792709860632756,0.011872872286552956,99.83660130718954
gusd_batch_historical,gusd,LSTM (PyTorch),2.7458783542289633,3.343088903733458,44.18604651162791,1.639261699739998,2.028021970945189,71.5986394557823
gusd_batch_historical,gusd,Transformer (PyTorch),2.2439631563595634,2.75174426716091,51.162790697674424,2.1900693614913367,2.6985089478937634,52.38095238095239
gusd_batch_historical,gusd,QNN (PyTorch+PennyLane),2.3833411417557993,2.9109348098529932,48.06201550387597,2.031452651781103,2.5120106480254663,62.585034013605444
gusd_batch_historical,gusd,QSVM-QNN (PyTorch+PennyLane),2.2642421418459713,2.803655055601338,47.286821705426355,2.1771471317149054,2.68147134043464,53.06122448979592
gusd_comprehensive_free_historical,gusd,Random Forest,1.7181814680599934,2.184076251224722,69.93464052287581,0.7494251070758126,0.9595832600578809,92.15686274509804
gusd_comprehensive_free_historical,gusd,XGBoost,1.791526336667618,2.2095539609001604,69.93464052287581,0.00792709860632756,0.011872872286552956,99.83660130718954
gusd_comprehensive_free_historical,gusd,LSTM (PyTorch),2.4348187483583126,2.995196894652609,45.73643410852713,1.6841714790348425,2.0710379575935662,71.5986394557823
gusd_comprehensive_free_historical,gusd,Transformer (PyTorch),2.2544474094363713,2.7553927170718624,48.06201550387597,2.103567544239424,2.6154476875472703,59.353741496598644
gusd_comprehensive_free_historical,gusd,QNN (PyTorch+PennyLane),2.3587394379420936,2.8958771931818093,43.41085271317829,2.0353705086208462,2.514816299423361,65.3061224489796
gusd_comprehensive_free_historical,gusd,QSVM-QNN (PyTorch+PennyLane),2.2675600525175996,2.865041308448668,55.81395348837209,2.1568504788063603,2.675582285207561,54.59183673469388
gusd_self_built_historical,gusd,Random Forest,1.7181814680599934,2.184076251224722,69.93464052287581,0.7494251070758124,0.9595832600578809,92.15686274509804
gusd_self_built_historical,gusd,XGBoost,1.791526336667618,2.2095539609001604,69.93464052287581,0.00792709860632756,0.011872872286552956,99.83660130718954
